CaptureEventID,URL_Info,Species
ASG000b8lk,S4/B04/B04_R1/S4_B04_R1_IMAG0049.JPG,giraffe
ASG000b8lk,S4/B04/B04_R1/S4_B04_R1_IMAG0050.JPG,giraffe
ASG000b8lk,S4/B04/B04_R1/S4_B04_R1_IMAG0051.JPG,giraffe
ASG000b8ny,S4/B04/B04_R2/S4_B04_R2_IMAG0015.JPG,elephant
ASG000b8ny,S4/B04/B04_R2/S4_B04_R2_IMAG0016.JPG,elephant
ASG000b8ny,S4/B04/B04_R2/S4_B04_R2_IMAG0017.JPG,elephant
ASG000e8ok,S4/B05/B05_R1/S4_B05_R1_IMAG0387.JPG,gazelleGrants
ASG000e8fy,S4/B05/B05_R2/S4_B05_R2_IMAG0021.JPG,impala
ASG000e8a2,S4/B05/B05_R2/S4_B05_R2_IMAG0175.JPG,impala
ASG000e8a2,S4/B05/B05_R2/S4_B05_R2_IMAG0176.JPG,impala
ASG000e8a2,S4/B05/B05_R2/S4_B05_R2_IMAG0177.JPG,impala
ASG000e8np,S4/B05/B05_R2/S4_B05_R2_IMAG0293.JPG,impala
ASG000e8mm,S4/B05/B05_R2/S4_B05_R2_IMAG0302.JPG,impala
ASG000e8m2,S4/B05/B05_R2/S4_B05_R2_IMAG0320.JPG,impala
ASG000e8n2,S4/B05/B05_R2/S4_B05_R2_IMAG0434.JPG,impala
ASG000e8fc,S4/B05/B05_R2/S4_B05_R2_IMAG0471.JPG,impala
ASG000e87d,S4/B05/B05_R2/S4_B05_R2_IMAG0519.JPG,impala
ASG000e87d,S4/B05/B05_R2/S4_B05_R2_IMAG0520.JPG,impala
ASG000e87d,S4/B05/B05_R2/S4_B05_R2_IMAG0521.JPG,impala
ASG000e87s,S4/B05/B05_R2/S4_B05_R2_IMAG0525.JPG,impala
ASG000e87s,S4/B05/B05_R2/S4_B05_R2_IMAG0526.JPG,impala
ASG000e87s,S4/B05/B05_R2/S4_B05_R2_IMAG0527.JPG,impala
ASG000e879,S4/B05/B05_R2/S4_B05_R2_IMAG0636.JPG,impala
ASG000e89d,S4/B05/B05_R2/S4_B05_R2_IMAG0727.JPG,impala
ASG000e89d,S4/B05/B05_R2/S4_B05_R2_IMAG0728.JPG,impala
ASG000e89d,S4/B05/B05_R2/S4_B05_R2_IMAG0729.JPG,impala
ASG000e8hg,S4/B05/B05_R2/S4_B05_R2_IMAG0787.JPG,impala
ASG000e8hg,S4/B05/B05_R2/S4_B05_R2_IMAG0788.JPG,impala
ASG000e8hg,S4/B05/B05_R2/S4_B05_R2_IMAG0789.JPG,impala
ASG000e8h0,S4/B05/B05_R2/S4_B05_R2_IMAG1969.JPG,impala
ASG000e8h0,S4/B05/B05_R2/S4_B05_R2_IMAG1970.JPG,impala
ASG000e8h0,S4/B05/B05_R2/S4_B05_R2_IMAG1971.JPG,impala
ASG000e80h,S4/B05/B05_R2/S4_B05_R2_IMAG2017.JPG,impala
ASG000e80h,S4/B05/B05_R2/S4_B05_R2_IMAG2018.JPG,impala
ASG000e80h,S4/B05/B05_R2/S4_B05_R2_IMAG2019.JPG,impala
ASG000e8jo,S4/B05/B05_R2/S4_B05_R2_IMAG2447.JPG,warthog
ASG000e8jo,S4/B05/B05_R2/S4_B05_R2_IMAG2448.JPG,warthog
ASG000e8jo,S4/B05/B05_R2/S4_B05_R2_IMAG2449.JPG,warthog
